temperature,vibration,humidity,pressure,energy_consumption,maintenance_required
87.22,61.88,44.4,2.13,2.26,0
81.87,36.41,58.72,4.89,3.96,0
102.52,48.57,57.87,3.38,3.51,1
64.22,37.64,66.54,3.4,4.38,0
86.15,57.67,43.15,3.51,2.23,0
102.25,41.55,45.0,4.87,2.79,1
58.74,66.76,74.87,3.92,3.02,1
74.43,46.26,73.52,1.36,4.07,0
81.67,35.83,66.21,2.87,4.0,0
74.65,54.48,66.88,1.19,4.55,1
74.17,22.05,49.87,2.29,4.45,0
69.42,38.3,50.47,2.11,4.54,0
84.89,24.54,52.88,4.01,0.99,0
86.76,28.9,30.76,1.65,1.93,1
69.61,61.84,56.34,3.97,1.48,0
72.89,63.45,79.82,2.8,4.98,0
81.94,50.79,54.51,4.92,4.11,0
79.56,63.17,72.35,1.02,1.44,0
62.36,49.05,44.06,1.49,2.75,0
78.57,73.02,70.19,1.6,4.98,0
80.21,43.88,79.38,4.44,1.67,0
86.09,48.73,40.36,1.65,2.55,0
78.5,73.76,60.45,4.4,2.36,0
70.51,52.43,78.2,1.18,4.4,0
77.39,51.67,58.68,4.07,4.96,0
91.76,45.26,35.35,3.68,4.78,1
81.94,36.2,72.37,1.64,2.89,0
70.45,59.11,50.49,4.38,3.81,1
63.43,44.64,42.76,1.02,3.09,0
85.6,40.89,52.09,4.71,1.15,0
64.4,67.84,54.41,4.46,1.94,0
62.17,61.52,72.24,1.35,1.97,0
87.81,60.69,65.39,2.63,4.19,0
83.09,67.9,74.12,4.54,1.88,0
70.84,63.66,47.32,2.57,3.87,0
74.52,68.92,50.53,3.03,3.21,0
52.13,57.1,76.46,1.73,2.15,0
67.3,36.95,44.7,4.89,1.13,0
68.0,43.52,69.69,4.14,3.05,0
73.55,32.54,58.07,3.78,3.24,0
57.32,54.43,31.24,1.55,3.41,1
68.04,72.56,62.19,4.98,2.53,0
71.29,37.43,35.55,2.0,4.21,0
74.51,33.9,64.28,3.46,1.8,0
73.86,55.48,53.71,3.18,4.54,0
71.32,36.28,43.7,1.62,3.84,0
73.68,46.82,70.87,3.52,3.3,0
80.95,55.14,56.86,4.17,4.99,0
73.72,63.17,69.6,3.09,2.16,1
49.72,29.62,73.99,1.35,4.24,0
84.6,64.46,40.49,2.78,4.41,0
77.71,77.39,54.7,2.3,4.37,0
62.9,27.63,79.09,1.47,3.62,1
85.67,43.1,59.86,1.06,1.03,1
83.9,45.28,72.77,4.21,1.36,0
83.0,41.1,63.38,3.23,1.66,0
71.81,65.45,42.92,3.5,4.0,0
69.88,41.11,70.07,4.02,1.97,0
58.58,30.34,55.13,3.73,4.36,1
71.73,39.77,79.39,4.04,3.46,0
64.05,17.4,41.45,2.9,1.34,0
93.25,59.69,66.84,4.34,4.0,1
74.32,73.49,69.85,1.25,2.18,0
65.63,48.23,38.83,2.98,2.7,1
74.55,63.31,69.91,1.01,2.59,0
84.66,28.84,42.38,2.38,3.59,0
83.09,50.2,43.0,4.76,0.9,0
79.79,59.49,65.47,3.92,2.48,0
90.3,31.51,41.33,3.55,4.39,1
80.63,52.8,59.45,4.85,2.83,0
74.26,59.74,67.39,1.12,2.9,0
76.18,44.06,42.43,4.55,3.19,0
76.22,49.46,49.22,3.45,0.96,0
79.05,42.04,35.78,1.77,0.55,0
89.03,68.16,43.17,2.83,1.57,0
84.93,55.92,72.64,3.69,2.49,0
74.02,77.92,35.96,1.76,4.9,0
75.71,56.34,48.77,1.26,3.9,0
77.1,27.72,65.5,2.08,1.29,0
85.95,56.88,70.35,4.23,1.86,0
76.04,61.6,47.04,4.05,3.3,0
75.16,42.35,48.36,3.42,2.63,0
71.36,48.49,39.7,3.43,1.45,0
69.95,29.96,41.37,3.95,2.55,0
68.73,45.21,74.0,2.39,4.67,0
68.52,63.74,33.34,1.19,1.06,0
70.44,41.27,71.37,4.04,3.74,0
65.68,61.8,44.04,2.89,1.49,0
78.31,31.62,53.33,3.31,1.7,0
70.18,65.85,52.01,4.22,1.69,0
63.47,51.89,70.07,2.14,1.52,0
56.85,73.17,71.11,4.46,1.57,0
65.37,59.8,74.01,1.85,0.61,1
52.55,36.54,75.47,1.41,3.79,1
72.89,39.95,34.68,4.76,4.93,0
73.1,55.01,41.1,1.05,1.94,0
69.44,33.4,40.66,1.75,3.04,0
59.83,25.82,73.1,2.93,2.77,0
63.29,70.63,55.04,2.59,4.33,0
70.64,37.21,52.76,1.43,0.71,0
51.83,45.76,53.2,2.87,4.3,0
76.0,65.3,55.68,4.86,1.42,0
91.47,44.62,66.44,4.29,2.73,1
78.99,72.78,59.14,2.76,0.98,1
54.99,54.72,48.39,2.09,3.59,1
60.16,65.02,49.81,1.01,2.41,0
70.12,62.87,60.35,3.79,2.31,0
80.99,52.65,76.08,1.53,1.69,0
81.05,17.04,77.56,1.01,4.69,0
85.4,37.02,75.3,4.42,4.2,0
88.11,44.84,64.14,1.78,4.31,0
52.42,47.18,45.36,3.58,1.53,0
63.69,60.66,68.34,3.12,3.29,0
68.21,49.42,56.71,1.63,1.48,0
79.27,60.63,42.03,4.21,4.77,0
80.61,50.82,45.22,4.16,1.45,0
79.05,51.67,38.34,3.95,4.85,1
68.62,43.5,74.48,2.34,0.72,0
90.53,54.44,35.29,3.8,3.87,1
61.97,68.77,60.03,2.39,1.65,0
77.69,49.47,77.05,1.07,4.11,0
93.4,51.29,30.94,1.61,4.16,1
73.24,59.95,46.26,3.9,1.65,0
78.38,39.0,46.9,2.68,2.36,0
73.11,46.94,51.79,4.97,0.89,0
76.46,60.53,61.87,4.55,2.17,1
66.07,42.12,50.25,2.85,2.08,0
80.76,53.69,74.68,1.23,3.18,1
81.47,39.06,76.55,2.22,1.55,0
74.8,47.08,31.41,1.84,3.09,0
92.32,38.27,45.78,3.91,1.53,1
78.95,65.41,30.62,2.66,0.93,0
82.63,45.23,47.81,4.67,0.52,0
55.29,59.56,40.8,2.19,3.97,0
65.06,47.6,64.8,4.51,4.66,0
75.33,62.36,35.78,2.23,4.35,0
66.99,64.37,39.9,4.39,4.19,0
78.98,64.05,63.92,3.03,0.99,0
74.17,63.26,41.35,4.54,2.26,0
59.2,44.36,70.14,4.79,4.91,0
77.08,57.8,47.29,1.35,0.68,1
60.96,51.53,61.51,1.95,0.77,0
84.03,38.04,50.08,4.69,0.95,0
105.03,34.83,64.69,1.74,3.56,1
76.01,22.03,73.24,4.02,2.21,0
79.14,36.86,47.89,3.13,1.98,0
87.64,31.87,47.46,2.23,0.68,0
62.68,54.12,48.99,1.45,1.68,0
77.63,57.89,40.77,4.66,2.28,0
87.8,34.54,37.73,2.89,3.09,0
69.77,46.39,48.95,3.65,4.26,1
88.32,52.06,64.15,2.98,2.51,0
70.62,39.34,66.38,1.11,1.75,0
84.8,40.54,42.38,2.15,2.35,0
61.38,63.99,43.78,2.03,0.82,0
104.28,44.14,48.92,4.39,3.32,1
59.49,46.26,45.69,1.19,2.53,0
92.18,38.25,74.7,1.01,3.28,1
81.92,59.24,69.36,1.65,1.66,0
81.44,55.48,48.91,2.17,1.11,0
70.23,36.41,70.51,2.45,2.38,0
66.8,34.5,56.4,2.18,1.64,0
65.18,65.86,66.33,1.69,1.79,0
68.57,49.37,78.96,1.08,1.72,0
76.22,72.93,79.91,4.98,4.84,0
62.59,48.08,60.13,1.62,4.16,0
77.93,20.22,71.94,1.92,3.32,1
81.32,46.67,62.28,4.91,4.38,0
65.52,40.62,31.86,1.59,4.46,0
79.75,52.83,47.47,1.43,4.75,0
75.67,50.38,43.71,4.3,2.48,0
80.25,47.04,74.18,1.74,2.6,0
74.45,57.3,56.68,1.1,1.53,0
96.13,56.3,72.75,2.54,2.63,1
72.42,28.34,56.01,3.85,0.51,1
85.51,43.05,43.95,1.95,4.54,1
82.58,41.73,38.86,2.15,2.76,0
90.01,59.39,40.5,1.06,4.19,1
67.83,28.24,32.73,1.98,3.27,1
79.03,64.59,46.81,3.02,4.89,0
72.36,67.4,78.76,4.24,1.94,1
77.41,48.91,33.11,3.99,3.98,1
73.27,44.12,30.87,4.79,1.96,0
77.58,68.48,42.49,4.06,4.67,0
66.79,38.5,39.72,1.05,2.92,0
81.88,72.61,40.87,1.24,1.06,0
77.49,32.65,61.56,3.84,1.35,0
77.06,41.54,34.56,3.76,3.94,0
78.89,52.16,58.35,1.43,4.46,0
75.5,38.73,62.06,4.52,4.38,1
73.92,25.59,67.64,4.09,0.72,0
81.96,36.63,64.47,3.69,4.21,0
72.89,31.64,70.13,2.13,0.9,0
76.62,79.8,60.88,1.7,4.97,0
83.42,25.96,48.95,2.58,3.25,0
95.74,68.06,66.15,4.09,3.08,1
76.32,32.72,72.79,3.36,4.71,1
64.31,37.33,50.81,4.51,4.08,1
79.43,39.34,40.77,2.81,2.24,1
72.96,52.84,62.76,2.71,4.07,0
80.8,29.72,68.45,1.14,1.05,0
76.44,55.57,54.06,3.44,4.65,0
78.55,29.8,75.95,1.66,2.24,0
70.24,40.04,70.03,2.27,1.21,0
71.12,44.35,35.25,2.46,0.59,0
75.95,80.06,57.41,1.13,3.76,1
66.03,67.59,70.29,4.12,2.49,0
88.46,44.23,37.88,1.55,4.13,0
73.76,37.14,31.05,1.47,2.45,1
70.59,48.63,71.84,3.16,0.89,0
71.73,87.3,34.37,4.5,1.51,1
101.05,45.63,42.81,2.42,2.82,1
76.91,46.5,72.19,3.0,3.8,0
83.05,38.98,38.61,3.83,3.66,0
65.15,55.84,36.62,1.51,3.81,0
82.59,52.85,52.36,2.43,3.21,0
60.34,46.17,52.33,2.83,3.7,0
64.78,42.77,35.52,4.18,2.89,0
59.28,51.55,36.56,3.67,3.11,0
76.08,47.98,54.72,2.91,4.28,0
68.53,33.75,30.56,4.96,2.06,0
73.27,81.75,61.38,3.81,3.07,1
65.14,44.85,63.56,3.27,4.85,0
74.93,55.07,62.93,3.15,3.03,0
73.74,31.54,41.0,3.76,1.51,0
70.79,36.76,56.05,2.96,4.05,0
73.86,41.54,50.89,4.36,0.79,0
83.22,37.21,71.44,3.16,1.84,0
75.43,42.0,45.47,1.53,3.39,0
84.43,47.43,63.68,4.81,4.98,0
79.02,13.01,76.3,4.29,4.52,0
63.27,40.86,76.26,1.51,4.65,0
72.36,49.83,32.52,2.18,0.65,0
82.31,59.18,50.02,3.72,4.75,0
73.16,46.0,74.57,4.27,1.27,0
77.7,73.98,64.42,2.91,3.46,0
74.52,36.21,73.45,3.9,3.03,0
69.79,53.22,35.19,1.39,2.04,0
65.95,50.87,71.81,2.32,2.65,0
103.17,59.89,79.28,2.21,2.06,1
73.81,64.04,72.03,2.9,2.57,0
72.52,40.68,52.13,3.93,3.51,1
89.51,53.25,71.2,2.43,4.2,0
89.81,55.92,56.98,2.47,4.07,0
52.26,63.87,34.98,3.53,0.99,0
68.73,63.18,71.74,4.59,3.54,1
60.72,88.33,56.86,2.5,3.76,1
68.96,49.23,42.83,3.59,4.26,0
81.06,35.85,63.76,4.43,2.36,0
62.99,38.11,39.29,4.25,2.3,0
75.38,66.11,48.12,2.57,1.18,1
80.07,44.1,38.41,3.5,3.99,0
69.72,30.28,62.62,2.7,2.35,0
58.73,48.05,73.79,3.59,2.41,0
77.45,72.87,42.71,1.9,1.61,0
64.37,53.21,50.69,2.74,2.59,0
86.7,67.25,32.63,4.19,3.33,0
73.13,31.42,70.21,4.82,1.8,0
82.76,59.82,72.71,3.57,4.92,0
75.99,78.63,64.23,1.76,4.04,0
70.97,35.5,77.3,3.17,1.99,0
67.18,68.94,59.47,1.77,4.98,0
72.49,70.48,69.76,1.14,3.97,0
73.79,55.27,62.73,4.89,2.52,0
84.27,52.69,56.89,3.79,0.73,0
71.59,29.62,57.05,4.04,3.49,0
71.15,58.57,78.84,1.4,0.86,0
60.35,38.53,59.77,2.21,4.45,0
78.33,35.69,60.16,2.95,4.85,0
72.03,57.88,56.31,3.92,2.28,0
79.26,43.93,77.55,4.98,2.36,0
55.49,55.83,53.51,4.6,0.63,0
68.41,39.73,44.44,3.7,2.18,0
75.95,45.11,59.34,4.19,2.55,0
70.82,42.84,57.96,4.82,1.57,1
60.21,37.16,57.69,4.35,3.19,0
66.5,42.25,36.87,3.02,2.16,0
70.29,38.96,38.35,1.85,2.01,0
79.15,24.94,58.38,4.41,1.93,1
72.88,30.66,51.79,4.0,2.29,0
64.91,52.29,37.74,3.2,1.36,0
57.03,48.39,40.0,3.13,2.69,0
83.34,59.55,60.05,1.04,2.5,0
67.94,53.09,71.3,3.6,3.25,0
87.05,26.8,58.23,4.61,3.94,0
78.24,50.76,31.49,4.16,2.76,0
62.95,51.13,43.97,4.52,2.27,0
79.61,23.97,55.52,1.29,1.24,0
75.85,46.92,44.44,2.75,1.75,0
87.74,66.43,51.68,2.87,2.48,0
68.77,43.5,63.37,2.52,4.45,0
65.46,23.9,54.06,2.86,4.73,0
71.55,69.55,39.7,3.7,1.64,0
83.76,36.17,30.54,2.21,3.33,0
85.31,54.9,40.89,4.32,1.86,0
59.54,59.05,32.12,1.19,3.02,0
68.35,53.31,50.71,2.44,3.46,1
69.06,70.24,62.37,2.02,3.51,0
83.71,51.08,37.68,4.26,2.73,0
76.33,53.65,79.54,3.9,2.07,0
93.17,62.38,65.03,1.44,0.86,1
89.76,52.45,70.56,4.55,1.87,1
65.15,43.79,73.9,2.31,3.77,1
74.96,54.83,47.52,3.79,1.61,0
69.99,58.42,67.33,1.25,3.77,0
76.52,37.01,70.61,1.32,2.33,0
74.09,69.66,50.83,2.32,0.86,0
78.11,64.27,30.06,2.25,1.97,1
68.24,66.97,70.69,3.87,3.95,0
65.04,35.27,38.35,4.28,1.45,1
73.99,60.07,49.56,2.93,4.99,0
76.46,48.15,30.95,2.0,4.49,0
66.39,39.21,55.21,2.33,1.82,0
61.7,46.6,35.96,3.55,0.74,0
62.61,75.53,34.89,2.88,4.47,0
73.61,61.03,46.77,1.51,1.28,0
62.88,64.21,75.57,1.54,0.59,0
79.48,55.36,48.09,3.86,3.65,0
88.25,55.37,46.66,2.24,1.39,0
63.96,65.32,34.76,3.58,1.54,0
93.15,31.64,60.88,2.28,0.8,1
66.01,28.66,62.89,3.91,3.35,0
61.6,40.74,36.87,2.67,0.62,1
81.0,44.91,63.16,1.47,0.74,0
68.99,47.6,31.97,3.23,2.95,0
57.39,50.41,32.87,1.6,2.4,0
86.01,74.77,57.91,4.18,2.97,0
57.17,41.79,79.58,4.07,1.22,0
81.2,40.3,67.53,1.69,2.47,0
84.14,54.33,51.26,2.89,0.86,0
88.06,42.77,39.75,3.21,1.8,0
82.52,51.4,40.77,3.94,4.64,0
76.88,25.7,52.22,2.37,3.88,1
61.45,58.93,63.99,2.83,0.61,0
62.38,40.78,79.96,3.72,1.03,1
78.95,52.16,45.22,4.41,2.5,0
73.71,63.94,52.39,4.11,2.5,0
66.15,58.28,35.78,2.43,2.25,0
65.08,73.49,43.12,1.19,3.02,1
105.33,52.84,37.53,1.14,2.31,1
89.24,41.78,67.09,1.08,2.62,0
81.23,56.19,63.08,3.17,4.88,0
91.26,56.08,38.27,3.61,4.13,1
81.44,57.49,50.08,2.05,3.59,0
76.32,53.96,40.27,2.25,3.7,0
75.06,48.73,57.24,3.06,1.94,0
75.37,54.7,76.94,2.49,1.45,0
59.2,50.68,41.56,1.52,3.49,0
72.25,49.58,70.72,2.65,4.42,0
83.78,40.3,38.9,1.33,0.72,0
80.65,41.46,65.72,2.09,1.94,0
83.69,58.0,37.97,3.43,2.25,0
72.52,68.83,79.18,1.38,1.62,0
83.16,66.92,75.9,1.82,3.43,0
70.92,43.87,47.79,1.05,3.29,0
81.61,40.69,57.51,2.31,2.27,0
71.09,82.68,67.76,4.28,1.18,1
73.53,36.22,45.85,1.09,3.08,0
81.0,16.05,60.91,2.61,4.92,0
88.93,17.66,50.32,3.86,1.14,1
94.06,47.3,71.47,3.93,1.83,1
92.77,37.31,45.71,3.29,4.15,1
69.32,50.87,43.01,3.42,1.43,0
80.34,70.15,46.96,1.27,1.83,0
64.12,65.31,45.53,2.98,4.87,1
71.26,57.84,34.2,4.6,0.51,0
73.45,39.88,54.89,2.36,3.38,0
80.77,69.18,66.67,1.26,0.78,1
59.41,55.26,33.81,1.46,4.03,0
79.41,62.42,68.54,3.91,2.05,0
94.67,51.34,72.83,2.23,2.38,1
62.76,27.86,64.9,3.36,1.6,0
66.18,44.87,74.0,3.68,4.91,0
82.7,39.47,44.29,1.63,2.49,0
70.25,77.14,40.78,1.05,3.03,0
92.23,69.8,72.81,1.8,2.12,1
71.64,66.2,42.56,2.26,0.83,0
90.5,63.66,31.62,4.36,4.17,1
76.51,54.03,45.0,2.15,4.6,0
85.8,64.61,40.28,3.47,4.25,1
69.0,42.64,48.66,1.09,4.52,1
93.74,41.45,45.33,4.09,1.15,1
67.56,63.68,65.63,4.86,1.87,0
78.55,59.85,73.91,3.02,2.3,0
91.12,44.65,62.47,2.62,4.65,1
52.15,14.64,62.25,1.96,2.6,0
84.45,64.99,63.27,2.05,4.86,0
68.96,62.35,61.64,2.89,1.53,0
78.18,29.98,68.28,1.5,0.69,0
61.73,62.16,63.34,3.08,1.91,0
87.02,42.24,53.27,4.1,1.88,0
79.94,43.34,54.1,2.16,4.68,0
82.25,78.24,62.66,4.98,3.13,0
76.47,49.96,46.2,3.18,3.76,0
87.16,70.82,37.3,1.26,1.02,0
67.09,60.99,55.25,1.39,1.66,0
73.85,60.86,69.53,2.19,3.24,0
87.43,34.21,43.83,1.63,1.78,0
78.55,51.45,65.82,4.85,3.39,0
73.55,42.13,45.37,3.22,0.52,0
76.73,51.09,65.67,1.99,2.16,0
72.56,61.38,41.36,4.77,4.43,0
84.6,53.47,41.22,1.31,2.44,0
58.98,40.82,46.06,3.63,1.58,0
72.09,35.56,48.35,2.58,2.59,0
75.78,60.41,49.98,4.09,3.8,0
72.44,29.39,60.97,4.56,1.59,0
63.59,37.96,61.94,1.3,0.98,0
79.21,30.3,78.82,1.6,0.76,0
64.95,56.61,36.78,1.19,4.53,0
83.71,75.38,77.78,3.12,2.84,0
55.83,45.62,39.99,1.2,0.62,0
72.74,21.67,74.04,1.67,3.19,0
79.73,31.63,46.62,4.93,4.57,0
71.05,58.65,73.98,2.96,4.81,0
75.47,16.98,44.63,4.54,4.05,0
73.31,33.12,44.2,4.27,1.24,0
75.96,37.65,55.79,2.61,2.8,0
64.32,45.38,48.85,4.32,2.23,0
76.15,34.44,56.71,2.94,2.1,0
69.49,53.85,31.94,4.2,4.59,0
71.34,60.84,79.08,1.74,4.86,0
90.69,28.85,52.84,1.09,3.42,1
63.87,43.73,33.85,2.45,4.57,1
78.77,40.02,71.81,1.69,1.8,0
79.27,54.14,59.18,2.4,3.99,0
70.53,41.53,40.2,2.26,2.36,0
64.75,25.54,57.83,1.09,2.37,0
84.21,21.93,56.31,4.63,0.87,0
78.42,39.72,31.24,3.85,1.71,0
75.35,45.1,30.07,3.17,2.24,0
88.38,64.18,77.55,1.92,2.08,0
77.92,34.86,60.67,1.25,0.87,0
76.85,42.17,55.13,1.55,4.27,0
80.99,32.18,58.44,1.94,2.08,1
82.66,32.96,62.09,4.18,2.82,0
72.47,29.18,66.68,2.76,4.05,0
86.44,57.8,43.66,1.3,2.38,1
55.16,17.05,49.25,1.35,3.25,0
64.38,43.18,53.44,1.64,2.0,0
62.92,55.0,49.8,4.63,2.97,0
58.74,45.34,71.17,2.15,4.89,0
66.26,50.34,44.94,4.74,4.34,0
63.51,39.12,67.66,2.91,4.18,0
70.44,62.38,50.57,2.26,3.82,0
67.31,28.08,38.75,4.2,1.31,0
62.86,62.96,60.14,3.16,2.36,0
73.78,70.74,30.08,3.56,1.94,0
69.77,46.14,77.88,3.77,4.15,0
74.08,44.67,77.11,1.2,0.62,0
81.36,51.4,34.59,1.57,1.06,0
74.69,48.92,72.21,1.11,3.89,0
95.06,69.81,59.09,1.45,2.56,1
65.86,43.29,63.18,3.92,2.84,0
81.8,57.63,75.81,1.53,1.98,0
71.19,60.26,59.6,3.94,1.44,0
71.05,51.51,60.73,1.08,1.58,0
75.25,46.57,73.76,4.51,4.4,0
74.64,48.37,68.89,2.02,2.84,0
83.43,50.86,65.4,2.22,3.7,0
73.96,63.49,32.3,4.58,2.88,0
79.5,66.61,50.91,4.09,4.73,0
53.65,52.13,57.82,3.04,3.12,0
85.05,64.37,79.81,3.52,1.77,0
76.77,61.69,40.21,3.56,1.98,0
93.9,67.23,58.32,3.22,3.42,1
81.88,45.84,57.63,4.92,1.85,0
80.49,36.9,70.92,4.24,3.69,0
78.55,49.94,32.54,1.67,1.8,0
81.68,105.76,34.09,4.59,2.78,1
76.57,26.77,70.67,4.66,0.91,0
60.01,56.05,78.39,2.71,3.72,1
66.48,35.93,33.3,2.75,3.33,0
82.22,62.74,59.61,2.2,2.58,1
84.54,65.36,69.4,1.39,3.21,0
69.04,41.37,76.33,2.04,2.78,0
72.43,63.37,77.66,2.02,3.38,0
83.93,47.93,30.81,3.86,2.86,0
64.53,37.33,66.22,4.63,1.61,0
72.39,61.26,31.94,2.94,3.34,0
90.82,25.72,33.87,1.28,4.68,1
83.08,54.24,56.88,3.85,1.14,0
74.99,65.27,30.83,4.53,3.16,0
81.78,68.87,39.32,1.59,3.35,1
94.57,35.87,78.73,2.3,2.37,1
83.75,34.43,43.76,1.25,1.07,0
59.26,70.07,66.98,3.59,3.37,0
79.95,43.36,50.66,3.06,4.5,0
72.58,54.18,53.54,4.99,4.61,0
54.72,56.05,35.84,3.21,4.88,0
58.94,52.5,47.09,4.81,1.09,0
85.53,42.08,48.54,1.67,1.05,0
59.96,35.54,46.07,4.25,4.8,0
68.65,57.13,48.07,4.25,3.71,0
93.59,45.5,39.01,1.03,4.05,1
74.55,54.57,43.42,3.27,4.07,0
88.29,75.61,50.48,3.02,1.23,1
81.46,26.74,46.1,2.04,3.28,0
80.54,47.69,54.8,2.18,2.18,1
73.89,45.14,51.6,1.7,4.95,0
69.45,36.83,77.64,2.03,0.61,0
92.22,29.07,49.19,3.82,0.68,1
66.38,48.91,66.08,2.51,2.92,0
82.26,50.2,61.42,1.07,1.26,0
73.56,48.67,34.7,3.4,2.84,0
73.37,68.97,35.72,1.41,3.27,0
79.24,52.57,33.48,3.53,2.64,0
85.3,45.15,52.23,1.94,3.98,0
68.64,40.55,38.44,2.73,1.97,0
66.7,39.74,75.68,3.98,2.48,0
82.03,21.92,68.37,3.53,1.62,0
84.58,60.44,64.48,2.66,3.78,0
80.34,54.1,40.71,1.81,3.79,0
66.23,58.78,52.65,4.47,4.24,0
73.37,62.45,42.61,2.54,3.78,0
87.6,24.59,35.99,3.84,4.89,0
78.5,91.45,46.48,2.66,4.45,1
89.37,56.82,59.81,2.42,0.8,1
70.76,54.28,79.88,3.82,4.94,0
78.43,14.7,42.57,1.98,1.63,0
59.67,71.79,35.93,4.01,4.26,0
85.69,69.27,48.01,3.26,2.84,1
76.9,41.5,58.93,1.01,3.09,0
88.08,58.31,60.9,4.61,4.25,0
75.9,57.93,48.64,1.35,2.02,0
79.65,99.08,59.82,4.29,4.91,1
92.78,44.42,38.78,4.57,1.51,1
66.34,49.09,45.61,3.44,4.03,0
78.23,60.85,79.04,4.24,1.38,0
72.21,62.83,71.88,4.83,2.02,1
67.31,54.2,34.12,2.82,4.66,1
95.3,34.83,36.95,2.43,4.43,1
92.42,49.19,37.41,1.72,1.14,1
70.78,75.02,60.91,3.73,3.69,0
74.07,72.96,33.36,4.06,1.2,0
74.56,46.77,65.94,1.58,1.63,0
83.04,57.69,54.57,2.68,4.06,0
79.03,36.45,78.57,4.92,2.77,0
71.72,34.87,59.41,4.77,2.67,0
86.74,51.47,36.86,4.3,0.85,0
68.85,28.15,77.35,4.48,4.59,0
78.52,59.89,47.69,1.26,2.45,0
73.96,73.65,48.74,1.73,0.79,0
78.18,36.66,68.12,1.41,2.83,0
71.12,49.04,65.79,2.08,4.16,1
76.23,41.74,64.2,2.35,4.86,0
66.66,52.01,64.53,3.44,4.25,0
60.55,69.29,64.09,3.24,2.89,0
64.64,48.14,55.65,4.93,0.62,0
76.17,74.87,36.48,2.56,4.51,1
84.87,44.6,36.32,3.14,4.14,0
77.36,33.42,56.0,1.38,2.51,0
78.1,49.95,46.83,1.99,4.55,0
71.86,53.51,31.96,1.87,1.91,0
76.55,32.38,42.85,3.57,3.28,0
83.35,40.55,66.28,1.06,0.76,0
72.08,53.5,35.45,2.08,4.58,0
72.12,53.49,52.81,1.94,1.54,1
67.92,51.55,31.31,3.08,4.92,0
86.69,22.77,67.86,3.1,1.35,0
87.7,70.57,41.19,3.93,2.97,0
60.28,57.41,72.29,2.81,4.55,0
83.13,57.43,66.27,2.82,2.04,0
73.73,41.83,56.61,4.19,2.93,0
79.11,72.33,32.06,4.96,3.08,0
61.08,56.78,45.23,1.73,3.27,0
70.13,63.97,67.84,1.02,1.9,0
79.52,71.1,65.26,4.8,0.64,0
66.63,72.74,72.22,2.83,2.31,0
67.27,77.1,56.49,3.6,2.26,0
91.56,50.95,41.42,2.76,2.36,1
78.87,51.21,74.97,1.64,0.88,0
69.24,76.33,47.77,1.48,2.17,0
73.65,36.47,53.39,4.76,1.6,1
83.33,54.97,77.55,3.25,1.64,1
62.33,18.07,76.46,1.95,3.92,0
78.92,60.17,51.53,4.78,4.36,0
73.84,42.61,70.86,3.36,1.4,0
87.01,53.72,57.53,4.1,2.93,0
74.94,57.25,58.83,2.38,3.79,0
85.13,59.58,72.35,1.92,4.0,0
77.41,44.73,40.81,3.6,1.4,0
74.2,70.34,78.78,4.45,1.21,0
70.02,44.64,59.27,4.59,3.5,0
84.85,51.12,69.21,1.12,3.22,0
78.31,18.23,40.84,3.51,1.27,0
69.44,33.6,30.99,4.37,1.5,0
88.18,54.97,59.04,1.82,0.75,1
67.22,37.23,37.25,4.39,2.17,1
73.84,17.94,61.08,2.25,2.14,0
103.9,43.11,72.2,2.34,0.86,1
74.45,83.7,35.72,4.39,2.62,1
79.44,27.14,45.18,1.24,1.77,0
58.52,25.58,45.75,3.2,4.87,1
67.24,37.7,74.96,4.21,4.27,0
67.59,64.47,52.12,2.23,2.98,0
78.18,31.18,60.95,1.09,4.67,0
82.13,31.19,59.67,2.01,1.79,0
82.86,74.09,53.23,4.27,2.72,0
76.59,42.36,59.3,1.33,3.19,0
56.67,59.11,35.98,3.33,1.35,0
80.52,45.46,51.7,4.87,3.84,0
72.26,46.39,39.15,2.53,3.33,0
74.25,35.13,57.18,4.85,4.25,0
58.12,80.94,59.76,4.0,3.73,1
94.65,46.04,65.46,2.73,3.64,1
53.17,38.34,34.28,1.21,1.52,0
78.78,48.14,47.06,4.52,4.46,0
72.12,36.25,61.36,3.12,0.73,0
68.89,52.2,62.95,3.95,2.15,0
48.61,61.4,47.31,4.33,1.76,0
74.67,53.78,69.81,2.51,1.5,0
83.36,55.32,52.77,3.59,3.46,0
79.75,48.52,44.27,4.52,3.64,0
54.56,54.08,65.56,3.83,2.48,0
72.0,62.49,38.92,3.97,2.1,0
55.65,41.86,74.43,1.02,0.56,0
83.86,27.17,62.07,4.2,4.07,1
65.69,34.64,63.08,2.93,1.33,0
81.16,42.02,43.79,4.69,1.99,0
82.98,71.14,71.65,2.84,0.69,1
76.9,24.37,40.93,3.67,0.76,0
72.66,59.75,58.54,3.36,3.28,0
75.68,43.59,60.41,3.69,3.2,1
90.82,55.11,67.28,2.89,4.44,1
75.94,34.44,34.86,4.46,1.03,0
74.35,75.46,53.43,3.84,3.09,0
62.93,44.4,52.3,2.34,1.83,0
65.13,39.66,69.55,3.48,2.93,1
62.37,48.83,59.69,1.97,1.95,0
67.45,44.34,65.24,3.75,2.76,0
73.6,18.97,42.26,2.5,1.09,0
98.16,53.12,35.94,4.47,4.93,1
65.13,39.62,37.96,2.11,3.29,0
81.74,70.27,71.86,4.3,3.02,0
